Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Byeong-wuk Lim 임병욱","- - -","—",603,0.046434494,0.303482587,0.153005464,0.249554367,0.288333333,0.399286987,0.68762032,0.14973262,5.804008280048593,0.336956521,1.1698635229840875,60.76141756174768,-13.694927623889798,0.31257354219754535,81.84822892280575,"Byeong-wuk Lim","sa3012450",
"Gye-beom Park 박계범","- - -","—",998,0.092184368,0.216432865,0.425925925,0.24504084,0.325796505,0.332555425,0.65835193,0.087514585,4.221380043467558,0.3114241,-1.6242847914109007,100.991417532941,-19.694033453086732,0.3137644484531744,83.38319054625664,"Gye-beom Park","sa3012458",
"Yoon-suk Oh 오윤석","- - -","—",1252,0.090255591,0.211661341,0.426415094,0.255338904,0.336601307,0.375116063,0.71171737,0.119777159,3.750795036973652,0.317955112,-1.2638877771096304,147.16125297855518,-6.03038526762345,0.3324766052638186,95.5953676413977,"Yoon-suk Oh","sa3012464",
"Chang-jin Lee 이창진","- - -","—",1343,0.128071481,0.16381236,0.781818181,0.255111111,0.354545454,0.345777777,0.700323231,0.090666666,4.222255467322062,0.300110741,-1.95071776479017,159.55630375629693,-4.35752819293708,0.3349356793652347,97.72557130497964,"Chang-jin Lee","sa3012466",
"Han-wool Kang 강한울","- - -","—",776,0.088917525,0.213917525,0.41566265,0.262079062,0.326315789,0.310395314,0.636711103,0.048316252,3.811796336607766,0.339694656,-2.001441720407456,71.90835505951856,-20.923093391165985,0.3047200775900377,78.32264517311894,"Han-wool Kang","sa3012471",
"Chan-ho Park 박찬호","- - -","—",3000,0.097333333,0.116,0.839080459,0.281523809,0.351707811,0.358095238,0.709803049,0.076571429,5.9880137796350565,0.313948404,7.345130966277793,356.16527716739347,-13.595622435973397,0.3343614666393364,96.3874911564041,"Chan-ho Park","sa3012474",
"Si-wan Ji 지시완","- - -","—",396,0.085858585,0.287878787,0.298245614,0.224137931,0.305128205,0.356321839,0.661450044,0.132183908,1.29481792125,0.302222222,-0.1587191984290257,39.00255754145442,-8.34148453620614,0.3108873636986112,81.95295534723125,"Si-wan Ji","sa3012477",
"Yong-ho Cho 조용호","- - -","—",1399,0.114367405,0.149392423,0.765550239,0.266666666,0.352771778,0.314403292,0.66717507,0.047736626,4.21404961814069,0.317507418,-1.3206211957149208,150.6901282288353,-18.927400269337443,0.32241108243771616,89.6557291244872,"Yong-ho Cho","sa3012491",
"Tae-jin Kim 김태진","- - -","—",1418,0.051480959,0.141043723,0.365,0.256859756,0.294496068,0.31707317,0.611569238,0.060213414,4.16270291824187,0.2960644,-2.2945428531384096,111.73740785803544,-61.825930332281715,0.28552637387995733,65.00939849764983,"Tae-jin Kim","sa3012499",
"Jae-seong Kim 김재성","- - -","—",479,0.106471816,0.233820459,0.455357142,0.230392156,0.327004219,0.31617647,0.643180689,0.085784314,1.910432562292957,0.300675675,-0.5486115288222209,46.61367394299724,-10.628462162897797,0.3090387722654524,82.66530031881571,"Jae-seong Kim","sa3012516",
